field,group,model,n,n_bonafide,n_spoof,eer,far,frr,fp,fn
speaker,LA_0047,AASIST,1784,146,1638,2.590864234699851,0.047619047619047616,0.0,78,0
speaker,LA_0022,AASIST-L,1784,146,1638,2.5603392041748205,0.0231990231990232,0.03424657534246575,38,5
speaker,LA_0035,AASIST-L,1784,146,1638,2.3399735728502837,0.0873015873015873,0.00684931506849315,143,1
speaker,LA_0026,XLS-R+AASIST,1784,146,1638,2.0652482981250087,0.008547008547008548,0.02054794520547945,14,3
speaker,LA_0022,AASIST,1784,146,1638,1.9126231454998563,0.013431013431013432,0.0273972602739726,22,4
speaker,LA_0036,AASIST-L,1004,68,936,1.8570889894419282,0.08653846153846154,0.0,81,0
speaker,LA_0015,AASIST,1004,68,936,1.8036701860231246,0.035256410256410256,0.014705882352941176,33,1
speaker,LA_0025,AASIST,1004,68,936,1.8036701860231246,0.022435897435897436,0.014705882352941176,21,1
speaker,LA_0033,XLS-R+AASIST,1784,146,1638,1.7294729623496732,0.018925518925518924,0.0,31,0
speaker,LA_0033,XLS-R+Nes2Net,1784,146,1638,1.6617324836502947,0.009157509157509158,0.0136986301369863,15,2
speaker,LA_0005,XLS-R+AASIST,1004,68,936,1.6434137757667147,0.005341880341880342,0.014705882352941176,5,1
speaker,LA_0048,XLS-R+AASIST,1004,68,936,1.6434137757667147,0.018162393162393164,0.0,17,0
speaker,LA_0018,AASIST,1004,68,936,1.589994972347911,0.041666666666666664,0.014705882352941176,39,1
speaker,LA_0046,AASIST,1004,68,936,1.589994972347911,0.0405982905982906,0.0,38,0
speaker,LA_0009,XLS-R+AASIST,1784,146,1638,1.5396323615501726,0.0115995115995116,0.0136986301369863,19,2
speaker,LA_0043,AASIST,1784,146,1638,1.5396323615501726,0.056776556776556776,0.0,93,0
speaker,LA_0002,XLS-R+Nes2Net,1004,68,936,1.5365761689291073,0.0010683760683760685,0.058823529411764705,1,4
speaker,LA_0011,AASIST,1004,68,936,1.483157365510304,0.04807692307692308,0.0,45,0
speaker,LA_0003,XLS-R+AASIST,1004,68,936,1.3763197586726972,0.007478632478632479,0.014705882352941176,7,1
speaker,LA_0013,XLS-R+AASIST,1004,68,936,1.3763197586726972,0.016025641025641024,0.014705882352941176,15,1
speaker,LA_0046,XLS-R+AASIST,1004,68,936,1.3763197586726972,0.013888888888888888,0.0,13,0
speaker,LA_0004,XLS-R+AASIST,1784,146,1638,1.3564821783999894,0.016483516483516484,0.00684931506849315,27,1
speaker,LA_0024,AASIST,1784,146,1638,1.3259571478749588,0.04945054945054945,0.0,81,0
speaker,LA_0030,XLS-R+AASIST,1004,68,936,1.3229009552538937,0.0,0.029411764705882353,0,2
speaker,LA_0001,XLS-R+AASIST,1004,68,936,1.2694821518350905,0.007478632478632479,0.029411764705882353,7,2
speaker,LA_0007,XLS-R+AASIST,1004,68,936,1.2694821518350905,0.016025641025641024,0.0,15,0
speaker,LA_0023,XLS-R+AASIST,1004,68,936,1.2694821518350905,0.009615384615384616,0.014705882352941176,9,1
speaker,LA_0028,XLS-R+AASIST,1004,68,936,1.2694821518350905,0.016025641025641024,0.0,15,0
speaker,LA_0010,AASIST,1784,146,1638,1.2343820562998673,0.0347985347985348,0.00684931506849315,57,1
speaker,LA_0031,XLS-R+AASIST,1784,146,1638,1.2343820562998673,0.018925518925518924,0.0,31,0
speaker,LA_0045,AASIST,1784,146,1638,1.2343820562998673,0.07020757020757021,0.0,115,0
speaker,LA_0003,AASIST,1004,68,936,1.216063348416287,0.04700854700854701,0.0,44,0
speaker,LA_0044,XLS-R+AASIST,1004,68,936,1.216063348416287,0.011752136752136752,0.0,11,0
speaker,LA_0022,XLS-R+AASIST,1784,146,1638,1.1122819341997452,0.0030525030525030525,0.0136986301369863,5,2
speaker,LA_0032,XLS-R+AASIST,1004,68,936,1.1092257415786801,0.005341880341880342,0.029411764705882353,5,2
speaker,LA_0036,AASIST,1004,68,936,1.1092257415786801,0.03418803418803419,0.0,32,0
speaker,LA_0038,XLS-R+AASIST,1004,68,936,1.1092257415786801,0.003205128205128205,0.11764705882352941,3,8
speaker,LA_0039,XLS-R+AASIST,1784,146,1638,1.0817569036747146,0.013431013431013432,0.0136986301369863,22,2
speaker,LA_0041,XLS-R+Nes2Net,1784,146,1638,1.0817569036747146,0.008547008547008548,0.0,14,0
speaker,LA_0042,XLS-R+AASIST,1784,146,1638,1.0817569036747146,0.001221001221001221,0.0410958904109589,2,6
speaker,LA_0006,AASIST,1784,146,1638,0.9529663639252693,0.03907203907203907,0.0,64,0
speaker,LA_0047,XLS-R+AASIST,1784,146,1638,0.8919163028752085,0.020757020757020756,0.0,34,0
speaker,LA_0016,XLS-R+AASIST,1784,146,1638,0.868081689999501,0.020757020757020756,0.0136986301369863,34,2
speaker,LA_0006,XLS-R+AASIST,1784,146,1638,0.8308662418251473,0.010378510378510378,0.00684931506849315,17,1
speaker,LA_0029,AASIST,1784,146,1638,0.8003412113001169,0.040903540903540904,0.00684931506849315,67,1
speaker,LA_0041,XLS-R+AASIST,1784,146,1638,0.8003412113001169,0.019536019536019536,0.0,32,0
speaker,LA_0045,XLS-R+AASIST,1784,146,1638,0.8003412113001169,0.019536019536019536,0.0,32,0
speaker,LA_0004,XLS-R+Nes2Net,1784,146,1638,0.7698161807750863,0.006105006105006105,0.0136986301369863,10,2
speaker,LA_0034,XLS-R+AASIST,1784,146,1638,0.7392911502500557,0.007936507936507936,0.00684931506849315,13,1
speaker,LA_0043,XLS-R+AASIST,1784,146,1638,0.7392911502500557,0.006715506715506716,0.0136986301369863,11,2
